pin,slack
Main_0/RxdGps_RxGps/UartFifo/fifo_i/ram_ram_0_0_OLDA_RNIQ7411[1]:Y,166
Main_0/PosDet3BOffStep[12]:CLK,3734
Main_0/PosDet3BOffStep[12]:D,8069
Main_0/PosDet3BOffStep[12]:EN,2440
Main_0/PosDet3BOffStep[12]:Q,3734
Main_0/PosDet3BOffStep[12]:SLn,3418
Main_0/Uart3BitClockDiv/ClkDiv_cry[0]:B,7104
Main_0/Uart3BitClockDiv/ClkDiv_cry[0]:C,5657
Main_0/Uart3BitClockDiv/ClkDiv_cry[0]:FCI,5689
Main_0/Uart3BitClockDiv/ClkDiv_cry[0]:FCO,5657
Main_0/Uart3BitClockDiv/ClkDiv_cry[0]:S,5720
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[3]:B,7104
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[3]:FCI,7039
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[3]:FCO,7039
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[3]:S,7153
Main_0/RegisterSpace/un1_serialnumber_1_iv_55[6]:A,750
Main_0/RegisterSpace/un1_serialnumber_1_iv_55[6]:B,624
Main_0/RegisterSpace/un1_serialnumber_1_iv_55[6]:C,6172
Main_0/RegisterSpace/un1_serialnumber_1_iv_55[6]:D,1820
Main_0/RegisterSpace/un1_serialnumber_1_iv_55[6]:Y,624
Main_0/LastPosSenseHomeB_RNI2IHO1:A,5488
Main_0/LastPosSenseHomeB_RNI2IHO1:B,2494
Main_0/LastPosSenseHomeB_RNI2IHO1:C,
Main_0/LastPosSenseHomeB_RNI2IHO1:D,6971
Main_0/LastPosSenseHomeB_RNI2IHO1:Y,2494
Main_0/StepperMotor/CurrentStep_i_cry[12]:A,6858
Main_0/StepperMotor/CurrentStep_i_cry[12]:B,5178
Main_0/StepperMotor/CurrentStep_i_cry[12]:FCI,4920
Main_0/StepperMotor/CurrentStep_i_cry[12]:FCO,4920
Main_0/StepperMotor/CurrentStep_i_cry[12]:S,4977
Main_0/PPSAccumulator/PPSAccum_i[14]:CLK,6217
Main_0/PPSAccumulator/PPSAccum_i[14]:D,6936
Main_0/PPSAccumulator/PPSAccum_i[14]:EN,4933
Main_0/PPSAccumulator/PPSAccum_i[14]:Q,6217
Main_0/PPSAccumulator/PPSAccum_i[14]:SLn,6626
Main_0/RS422_Tx1/UartTxFifo/fifo_i/ram_ram_0_0/CFG_34:IPB,
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[1]:B,7066
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[1]:FCI,7020
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[1]:FCO,7020
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[1]:S,7172
Main_0/RS422_Rx1/Uart/Uart/DataO[6]:ALn,
Main_0/RS422_Rx1/Uart/Uart/DataO[6]:CLK,
Main_0/RS422_Rx1/Uart/Uart/DataO[6]:D,
Main_0/RS422_Rx1/Uart/Uart/DataO[6]:EN,
Main_0/RS422_Rx1/Uart/Uart/DataO[6]:Q,
Main_0/RegisterSpace/un1_serialnumber_0_iv_17[3]:A,3917
Main_0/RegisterSpace/un1_serialnumber_0_iv_17[3]:B,3866
Main_0/RegisterSpace/un1_serialnumber_0_iv_17[3]:C,614
Main_0/RegisterSpace/un1_serialnumber_0_iv_17[3]:D,567
Main_0/RegisterSpace/un1_serialnumber_0_iv_17[3]:Y,567
Main_0/PosDet2AOffStep[5]:CLK,3858
Main_0/PosDet2AOffStep[5]:D,8069
Main_0/PosDet2AOffStep[5]:EN,2440
Main_0/PosDet2AOffStep[5]:Q,3858
Main_0/PosDet2AOffStep[5]:SLn,3418
Main_0/RS433_Rx3/Uart/Uart/RxProc.un21_enable:A,
Main_0/RS433_Rx3/Uart/Uart/RxProc.un21_enable:B,
Main_0/RS433_Rx3/Uart/Uart/RxProc.un21_enable:Y,
Main_0/GenRamDataBus.22.IBUF_RamData_i/O:CLK,6166
Main_0/GenRamDataBus.22.IBUF_RamData_i/O:D,3817
Main_0/GenRamDataBus.22.IBUF_RamData_i/O:Q,6166
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_3:A,5761
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_3:B,5708
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_3:FCI,5657
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_3:FCO,5657
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:A,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:B,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:C,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:D,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:FCI,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:FCO,
Main_0/RS422_Tx0/UartTxUart/TxD_2_7_2_wmux_1:Y,
Main_0/RxdGps_RxGps/Uart/Uart/DataO_0_sqmuxa:A,
Main_0/RxdGps_RxGps/Uart/Uart/DataO_0_sqmuxa:B,
Main_0/RxdGps_RxGps/Uart/Uart/DataO_0_sqmuxa:C,
Main_0/RxdGps_RxGps/Uart/Uart/DataO_0_sqmuxa:Y,
Txd2_obuf/U0/U_IOPAD:D,
Txd2_obuf/U0/U_IOPAD:E,
Txd2_obuf/U0/U_IOPAD:PAD,
Main_0/RS433_Tx3/UartTxFifo/Last_rone_i:ALn,6096
Main_0/RS433_Tx3/UartTxFifo/Last_rone_i:CLK,7336
Main_0/RS433_Tx3/UartTxFifo/Last_rone_i:D,8435
Main_0/RS433_Tx3/UartTxFifo/Last_rone_i:Q,7336
Main_0/RegisterSpace/DataOut_RNO_3[3]:A,324
Main_0/RegisterSpace/DataOut_RNO_3[3]:B,739
Main_0/RegisterSpace/DataOut_RNO_3[3]:C,652
Main_0/RegisterSpace/DataOut_RNO_3[3]:D,399
Main_0/RegisterSpace/DataOut_RNO_3[3]:Y,324
Main_0/PosDet3BOffStep[14]:CLK,3719
Main_0/PosDet3BOffStep[14]:D,8069
Main_0/PosDet3BOffStep[14]:EN,2440
Main_0/PosDet3BOffStep[14]:Q,3719
Main_0/PosDet3BOffStep[14]:SLn,3418
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_5:A,5799
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_5:B,5742
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_5:FCI,5657
Main_0/Uart3BitClockDiv/op_lt.op_lt.clkdiv16_cry_5:FCO,5657
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[1]:CLK,7289
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[1]:D,4733
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[1]:Q,7289
Main_0/PosDetA0OnStep[14]:CLK,4032
Main_0/PosDetA0OnStep[14]:D,8069
Main_0/PosDetA0OnStep[14]:EN,2494
Main_0/PosDetA0OnStep[14]:Q,4032
Main_0/PosDetA0OnStep[14]:SLn,3418
Main_0/PPSAccumulator/PPSAccum_i[22]:CLK,4839
Main_0/PPSAccumulator/PPSAccum_i[22]:D,6784
Main_0/PPSAccumulator/PPSAccum_i[22]:EN,4933
Main_0/PPSAccumulator/PPSAccum_i[22]:Q,4839
Main_0/PPSAccumulator/PPSAccum_i[22]:SLn,6626
Main_0/RS422_Tx1/UartTxFifo/fifo_i/ram_ram_0_0/CFG_23:IPB,
Main_0/RS422_Tx1/UartTxFifo/fifo_i/ram_ram_0_0/CFG_23:IPC,
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/counter_r[0]:ALn,6096
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/counter_r[0]:CLK,6023
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/counter_r[0]:D,7005
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/counter_r[0]:EN,5807
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/counter_r[0]:Q,6023
Main_0/RS433_Tx3/UartTxFifo/fifo_i/ram_ram_0_0/CFG_25:B,8241
Main_0/RS433_Tx3/UartTxFifo/fifo_i/ram_ram_0_0/CFG_25:C,8412
Main_0/RS433_Tx3/UartTxFifo/fifo_i/ram_ram_0_0/CFG_25:IPB,8241
Main_0/RS433_Tx3/UartTxFifo/fifo_i/ram_ram_0_0/CFG_25:IPC,8412
Main_0/RS422_Rx0/UartFifo/fifo_i/waddr_r_cry[0]:B,7047
Main_0/RS422_Rx0/UartFifo/fifo_i/waddr_r_cry[0]:FCI,7020
Main_0/RS422_Rx0/UartFifo/fifo_i/waddr_r_cry[0]:FCO,7020
Main_0/RS422_Rx0/UartFifo/fifo_i/waddr_r_cry[0]:S,7200
Filterwheel_sb_0/CORERESETP_0/sdif1_areset_n_rcosc:ALn,-5647
Filterwheel_sb_0/CORERESETP_0/sdif1_areset_n_rcosc:CLK,18525
Filterwheel_sb_0/CORERESETP_0/sdif1_areset_n_rcosc:D,18643
Filterwheel_sb_0/CORERESETP_0/sdif1_areset_n_rcosc:Q,18525
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/ram_ram_0_0/FF_34:IPENn,
Main_0/RS433_Rx3/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:CLK,2437
Main_0/RS433_Rx3/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:D,4770
Main_0/RS433_Rx3/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:Q,2437
Main_0/ShootThruIxnaeOneShotBMinus/ClkDiv_cry[1]:B,6933
Main_0/ShootThruIxnaeOneShotBMinus/ClkDiv_cry[1]:FCI,6906
Main_0/ShootThruIxnaeOneShotBMinus/ClkDiv_cry[1]:FCO,6906
Main_0/ShootThruIxnaeOneShotBMinus/ClkDiv_cry[1]:S,7200
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0/CFG_19:C,8417
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0/CFG_19:IPB,
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0/CFG_19:IPC,8417
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[5]:B,7142
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[5]:FCI,7039
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[5]:FCO,7039
Main_0/RS422_Rx0/UartFifo/fifo_i/raddr_r_cry[5]:S,7115
nPowerCycClr_obuf/U0/U_IOENFF:A,
nPowerCycClr_obuf/U0/U_IOENFF:Y,
Main_0/Uart3BitClockDiv/clko_i_inferred_clock_RNINTK/U0:An,
Main_0/Uart3BitClockDiv/clko_i_inferred_clock_RNINTK/U0:YNn,
Main_0/UartGpsRxBitClockDiv/ClkDiv_lm_0[1]:A,4027
Main_0/UartGpsRxBitClockDiv/ClkDiv_lm_0[1]:B,6071
Main_0/UartGpsRxBitClockDiv/ClkDiv_lm_0[1]:Y,4027
Main_0/RS433_Tx3/un1_NextState_1_sqmuxa_i_0_1:A,6171
Main_0/RS433_Tx3/un1_NextState_1_sqmuxa_i_0_1:B,6069
Main_0/RS433_Tx3/un1_NextState_1_sqmuxa_i_0_1:C,6063
Main_0/RS433_Tx3/un1_NextState_1_sqmuxa_i_0_1:D,5913
Main_0/RS433_Tx3/un1_NextState_1_sqmuxa_i_0_1:Y,5913
Main_0/RegisterSpace/un1_serialnumber_1_iv_54_1[4]:A,724
Main_0/RegisterSpace/un1_serialnumber_1_iv_54_1[4]:B,741
Main_0/RegisterSpace/un1_serialnumber_1_iv_54_1[4]:C,5067
Main_0/RegisterSpace/un1_serialnumber_1_iv_54_1[4]:D,1808
Main_0/RegisterSpace/un1_serialnumber_1_iv_54_1[4]:Y,724
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_en:CLK,7330
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_en:D,7169
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_en:Q,7330
Main_0/RS422_Tx0/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:A,5101
Main_0/RS422_Tx0/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:B,5001
Main_0/RS422_Tx0/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:C,4949
Main_0/RS422_Tx0/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:D,4869
Main_0/RS422_Tx0/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:Y,4869
Main_0/RegisterSpace/MonitorAdcSpiDataIn_Z[0]:CLK,8459
Main_0/RegisterSpace/MonitorAdcSpiDataIn_Z[0]:D,8365
Main_0/RegisterSpace/MonitorAdcSpiDataIn_Z[0]:EN,3036
Main_0/RegisterSpace/MonitorAdcSpiDataIn_Z[0]:Q,8459
Main_0/un41_motorstepedge_NE_RNIN9T72_6:A,
Main_0/un41_motorstepedge_NE_RNIN9T72_6:B,
Main_0/un41_motorstepedge_NE_RNIN9T72_6:C,2440
Main_0/un41_motorstepedge_NE_RNIN9T72_6:D,3313
Main_0/un41_motorstepedge_NE_RNIN9T72_6:Y,2440
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:A,5101
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:B,5001
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:C,4949
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:D,4869
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un16_counter_r_0_a2_7:Y,4869
Main_0/RS422_Rx2/UartFifo/fifo_i/raddr_r[6]:ALn,6096
Main_0/RS422_Rx2/UartFifo/fifo_i/raddr_r[6]:CLK,7161
Main_0/RS422_Rx2/UartFifo/fifo_i/raddr_r[6]:D,7096
Main_0/RS422_Rx2/UartFifo/fifo_i/raddr_r[6]:EN,7056
Main_0/RS422_Rx2/UartFifo/fifo_i/raddr_r[6]:Q,7161
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[3]:B,7104
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[3]:FCI,7020
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[3]:FCO,7020
Main_0/RS422_Rx1/UartFifo/fifo_i/waddr_r_cry[3]:S,7134
Main_0/RS422_Rx1/Uart/Uart/un1_bitpos_1_1.SUM[1]:A,
Main_0/RS422_Rx1/Uart/Uart/un1_bitpos_1_1.SUM[1]:B,
Main_0/RS422_Rx1/Uart/Uart/un1_bitpos_1_1.SUM[1]:Y,
Main_0/RegisterSpace/MotorSeekStep_i[15]:ALn,7217
Main_0/RegisterSpace/MotorSeekStep_i[15]:CLK,3642
Main_0/RegisterSpace/MotorSeekStep_i[15]:D,8435
Main_0/RegisterSpace/MotorSeekStep_i[15]:EN,2950
Main_0/RegisterSpace/MotorSeekStep_i[15]:Q,3642
Main_0/RegisterSpace/MotorSeekStep_i[15]:SLn,7554
Main_0/RegisterSpace/un1_serialnumber_1_iv_52[6]:A,630
Main_0/RegisterSpace/un1_serialnumber_1_iv_52[6]:B,612
Main_0/RegisterSpace/un1_serialnumber_1_iv_52[6]:C,532
Main_0/RegisterSpace/un1_serialnumber_1_iv_52[6]:D,406
Main_0/RegisterSpace/un1_serialnumber_1_iv_52[6]:Y,406
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPA,
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPB,
Main_0/RxdGps_RxGps/UartFifo/fifo_i/raddr_r_cry[2]:B,7085
Main_0/RxdGps_RxGps/UartFifo/fifo_i/raddr_r_cry[2]:FCI,7039
Main_0/RxdGps_RxGps/UartFifo/fifo_i/raddr_r_cry[2]:FCO,7039
Main_0/RxdGps_RxGps/UartFifo/fifo_i/raddr_r_cry[2]:S,7172
Main_0/RxdGps_RxGps/UartFifo/fifo_i/count_o_RNO[0]:A,7278
Main_0/RxdGps_RxGps/UartFifo/fifo_i/count_o_RNO[0]:B,7318
Main_0/RxdGps_RxGps/UartFifo/fifo_i/count_o_RNO[0]:Y,7278
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/raddr_r_cry[5]:B,7142
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/raddr_r_cry[5]:FCI,7039
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/raddr_r_cry[5]:FCO,7039
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/raddr_r_cry[5]:S,7115
Main_0/RS422_Tx1/UartTxUart/BitCnt_0_sqmuxa:A,
Main_0/RS422_Tx1/UartTxUart/BitCnt_0_sqmuxa:B,
Main_0/RS422_Tx1/UartTxUart/BitCnt_0_sqmuxa:C,
Main_0/RS422_Tx1/UartTxUart/BitCnt_0_sqmuxa:Y,
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:A,3426
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:B,3434
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPA,3426
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPB,3434
Main_0/RegisterSpace/un1_serialnumber_1_iv_28[6]:A,4003
Main_0/RegisterSpace/un1_serialnumber_1_iv_28[6]:B,3952
Main_0/RegisterSpace/un1_serialnumber_1_iv_28[6]:C,602
Main_0/RegisterSpace/un1_serialnumber_1_iv_28[6]:D,568
Main_0/RegisterSpace/un1_serialnumber_1_iv_28[6]:Y,568
Main_0/PPSAccumulator/PPSAccum_i_cry[6]:B,6735
Main_0/PPSAccumulator/PPSAccum_i_cry[6]:FCI,6613
Main_0/PPSAccumulator/PPSAccum_i_cry[6]:FCO,6613
Main_0/PPSAccumulator/PPSAccum_i_cry[6]:S,7088
Main_0/PosDetHomeBOffStep[1]:CLK,3986
Main_0/PosDetHomeBOffStep[1]:D,8069
Main_0/PosDetHomeBOffStep[1]:EN,2494
Main_0/PosDetHomeBOffStep[1]:Q,3986
Main_0/PosDetHomeBOffStep[1]:SLn,3418
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPA,
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPB,
Filterwheel_sb_0/Filterwheel_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPC,
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[5]:CLK,7289
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[5]:D,4749
Main_0/RS422_Tx2/UartTxFifo/fifo_i/ram_ram_0_0_OLDA[5]:Q,7289
Main_0/RegisterSpace/un1_serialnumber_1_iv_25[7]:A,885
Main_0/RegisterSpace/un1_serialnumber_1_iv_25[7]:B,536
Main_0/RegisterSpace/un1_serialnumber_1_iv_25[7]:C,4967
Main_0/RegisterSpace/un1_serialnumber_1_iv_25[7]:D,1817
Main_0/RegisterSpace/un1_serialnumber_1_iv_25[7]:Y,536
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un7_counter_r_0_a2_4:A,5117
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un7_counter_r_0_a2_4:B,5060
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un7_counter_r_0_a2_4:C,4972
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un7_counter_r_0_a2_4:D,4861
Main_0/RS4GpsGps_TxGps/UartTxFifo/fifo_i/update.un7_counter_r_0_a2_4:Y,4861
Main_0/PPSAccumulator/PPSAccum_5_cry_19:B,5725
Main_0/PPSAccumulator/PPSAccum_5_cry_19:C,6931
Main_0/PPSAccumulator/PPSAccum_5_cry_19:FCI,5431
Main_0/PPSAccumulator/PPSAccum_5_cry_19:FCO,5431
Main_0/PPSAccumulator/PPSAccum_5_cry_19:S,5657
Main_0/PosDet2BOnStep[11]:CLK,4051
Main_0/PosDet2BOnStep[11]:D,8069
Main_0/PosDet2BOnStep[11]:EN,2440
Main_0/PosDet2BOnStep[11]:Q,4051
Main_0/PosDet2BOnStep[11]:SLn,3418
Main_0/RS422_Tx0/UartTxUart/BitCnt[1]:ALn,
Main_0/RS422_Tx0/UartTxUart/BitCnt[1]:CLK,
Main_0/RS422_Tx0/UartTxUart/BitCnt[1]:D,
Main_0/RS422_Tx0/UartTxUart/BitCnt[1]:Q,
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_a18_4[23]:A,2222
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_a18_4[23]:B,2343
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_a18_4[23]:C,1209
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_a18_4[23]:D,947
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_a18_4[23]:Y,947
Main_0/ClkDac_i/DacReadback[4]:ALn,7217
Main_0/ClkDac_i/DacReadback[4]:CLK,6327
Main_0/ClkDac_i/DacReadback[4]:D,8459
Main_0/ClkDac_i/DacReadback[4]:EN,6937
Main_0/ClkDac_i/DacReadback[4]:Q,6327
Main_0/BootupReset/ClkDiv_cry[1]:B,7066
Main_0/BootupReset/ClkDiv_cry[1]:FCI,7039
Main_0/BootupReset/ClkDiv_cry[1]:FCO,7039
Main_0/BootupReset/ClkDiv_cry[1]:S,7200
Main_0/RS433_Tx3/UartTxFifo/fifo_i/raddr_r[1]:ALn,6096
Main_0/RS433_Tx3/UartTxFifo/fifo_i/raddr_r[1]:CLK,7066
Main_0/RS433_Tx3/UartTxFifo/fifo_i/raddr_r[1]:D,7200
Main_0/RS433_Tx3/UartTxFifo/fifo_i/raddr_r[1]:EN,7071
Main_0/RS433_Tx3/UartTxFifo/fifo_i/raddr_r[1]:Q,7066
Main_0/PosDet5AOnStep[5]:CLK,3933
Main_0/PosDet5AOnStep[5]:D,8069
Main_0/PosDet5AOnStep[5]:EN,2440
Main_0/PosDet5AOnStep[5]:Q,3933
Main_0/PosDet5AOnStep[5]:SLn,3418
Main_0/ShootThruIxnaeOneShotAPlus/un2_clkdivlto3:A,2597
Main_0/ShootThruIxnaeOneShotAPlus/un2_clkdivlto3:B,2546
Main_0/ShootThruIxnaeOneShotAPlus/un2_clkdivlto3:C,2448
Main_0/ShootThruIxnaeOneShotAPlus/un2_clkdivlto3:D,2321
Main_0/ShootThruIxnaeOneShotAPlus/un2_clkdivlto3:Y,2321
Main_0/RS4UsbUsb_TxUsb/IBufStartTx/Temp1:CLK,
Main_0/RS4UsbUsb_TxUsb/IBufStartTx/Temp1:D,
Main_0/RS4UsbUsb_TxUsb/IBufStartTx/Temp1:Q,
RxdUsb_obuf/U0/U_IOOUTFF:A,
RxdUsb_obuf/U0/U_IOOUTFF:Y,
Main_0/RS422_Rx2/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:CLK,3946
Main_0/RS422_Rx2/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:D,4770
Main_0/RS422_Rx2/UartFifo/fifo_i/ram_ram_0_0_OLDA[2]:Q,3946
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_4[23]:A,3171
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_4[23]:B,2267
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_4[23]:C,1767
Main_0/RegisterSpace/un1_serialnumber_1_iv_i_4[23]:Y,1767
Main_0/RegisterSpace/un1_serialnumber_1_iv_46_RNO[4]:A,2312
Main_0/RegisterSpace/un1_serialnumber_1_iv_46_RNO[4]:B,1916
Main_0/RegisterSpace/un1_serialnumber_1_iv_46_RNO[4]:C,3888
Main_0/RegisterSpace/un1_serialnumber_1_iv_46_RNO[4]:D,2201
Main_0/RegisterSpace/un1_serialnumber_1_iv_46_RNO[4]:Y,1916
Main_0/RegisterSpace/MotorSeekStep_i[7]:ALn,7217
Main_0/RegisterSpace/MotorSeekStep_i[7]:CLK,3874
Main_0/RegisterSpace/MotorSeekStep_i[7]:D,8388
Main_0/RegisterSpace/MotorSeekStep_i[7]:EN,2950
Main_0/RegisterSpace/MotorSeekStep_i[7]:Q,3874
Main_0/RegisterSpace/MotorSeekStep_i[7]:SLn,7554
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/ram_ram_0_0/CFG_5:B,
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/ram_ram_0_0/CFG_5:IPB,
Main_0/RxdUsb_RxUsb/UartFifo/fifo_i/ram_ram_0_0/CFG_5:IPC,
Main_0/RS422_Rx1/UartFifo/fifo_i/ram_ram_0_0_en:CLK,1194
Main_0/RS422_Rx1/UartFifo/fifo_i/ram_ram_0_0_en:D,7154
Main_0/RS422_Rx1/UartFifo/fifo_i/ram_ram_0_0_en:Q,1194
Main_0/RegisterSpace/un1_serialnumber_1_iv_3[7]:A,758
Main_0/RegisterSpace/un1_serialnumber_1_iv_3[7]:B,722
Main_0/RegisterSpace/un1_serialnumber_1_iv_3[7]:C,3777
Main_0/RegisterSpace/un1_serialnumber_1_iv_3[7]:D,-108
Main_0/RegisterSpace/un1_serialnumber_1_iv_3[7]:Y,-108
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:A,7144
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:B,6988
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:C,6902
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:FCI,6864
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:FCO,6864
Main_0/RS4UsbUsb_TxUsb/UartTxFifo/fifo_i/counter_r_RNI46GQ1[2]:S,6997
Main_0/ads1258/Spi/ClkDiv_cry[4]:B,7180
Main_0/ads1258/Spi/ClkDiv_cry[4]:FCI,7096
Main_0/ads1258/Spi/ClkDiv_cry[4]:FCO,7096
Main_0/ads1258/Spi/ClkDiv_cry[4]:S,7134
nCsXO_obuf/U0/U_IOENFF:A,
nCsXO_obuf/U0/U_IOENFF:Y,
Main_0/RegisterSpace/un1_serialnumber_0_iv_19[12]:A,3734
Main_0/RegisterSpace/un1_serialnumber_0_iv_19[12]:B,3634
Main_0/RegisterSpace/un1_serialnumber_0_iv_19[12]:C,480
Main_0/RegisterSpace/un1_serialnumber_0_iv_19[12]:D,474
Main_0/RegisterSpace/un1_serialnumber_0_iv_19[12]:Y,474
Main_0/PPSAccumulator/PPSAccum_i[15]:CLK,3696
Main_0/PPSAccumulator/PPSAccum_i[15]:D,6917
Main_0/PPSAccumulator/PPSAccum_i[15]:EN,4933
Main_0/PPSAccumulator/PPSAccum_i[15]:Q,3696
Main_0/PPSAccumulator/PPSAccum_i[15]:SLn,6626
Main_0/PosDet1BOffStep[5]:CLK,5211
Main_0/PosDet1BOffStep[5]:D,8069
